ParentLocationCode,ParentLocation,SpatialCode,Location,Period,Sex,Value
EUR,Europe,LVA,Latvia,2019,Female,79.84
SEAR,South-East Asia,LKA,Sri Lanka,2019,Female,79.81
EUR,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,2019,Male,79.79
EUR,Europe,ALB,Albania,2019,Female,79.91
EUR,Europe,MLT,Malta,2019,Male,79.94
AMR,Americas,PER,Peru,2019,Both sexes,79.90
AMR,Americas,TTO,Trinidad and Tobago,2019,Female,79.92
EUR,Europe,IRL,Ireland,2019,Male,80.20
AMR,Americas,CUB,Cuba,2019,Female,80.25
WPR,Western Pacific,KOR,Republic of Korea,2019,Male,80.32
AMR,Americas,CAN,Canada,2019,Male,80.40
EUR,Europe,LTU,Lithuania,2019,Female,80.43
EUR,Europe,NLD,Netherlands,2019,Male,80.40
WPR,Western Pacific,NZL,New Zealand,2019,Male,80.36
WPR,Western Pacific,CHN,China,2019,Female,80.49
AMR,Americas,ECU,Ecuador,2019,Female,80.50
EUR,Europe,LUX,Luxembourg,2019,Male,80.62
AMR,Americas,URY,Uruguay,2019,Female,80.56
AMR,Americas,CHL,Chile,2019,Both sexes,80.74
EUR,Europe,ESP,Spain,2019,Male,80.68
EUR,Europe,TUR,Türkiye,2019,Female,80.67
AMR,Americas,USA,United States of America,2019,Female,80.73
AMR,Americas,CRI,Costa Rica,2019,Both sexes,80.85
EUR,Europe,ISL,Iceland,2019,Male,80.81
EUR,Europe,ISR,Israel,2019,Male,80.79
SEAR,South-East Asia,MDV,Maldives,2019,Female,80.76
EUR,Europe,SWE,Sweden,2019,Male,80.83
EUR,Europe,ITA,Italy,2019,Male,80.91
EMR,Eastern Mediterranean,KWT,Kuwait,2019,Both sexes,80.97
WPR,Western Pacific,SGP,Singapore,2019,Male,81.05
SEAR,South-East Asia,THA,Thailand,2019,Female,81.04
EUR,Europe,CYP,Cyprus,2019,Male,81.12
EUR,Europe,GRC,Greece,2019,Both sexes,81.10
EUR,Europe,NOR,Norway,2019,Male,81.08
WPR,Western Pacific,AUS,Australia,2019,Male,81.25
EUR,Europe,DNK,Denmark,2019,Both sexes,81.32
AMR,Americas,PER,Peru,2019,Female,81.34
EUR,Europe,SVN,Slovenia,2019,Both sexes,81.31
EUR,Europe,BEL,Belgium,2019,Both sexes,81.42
EUR,Europe,SVK,Slovakia,2019,Female,81.44
EUR,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,2019,Both sexes,81.40
WPR,Western Pacific,JPN,Japan,2019,Male,81.49
EUR,Europe,AUT,Austria,2019,Both sexes,81.65
EUR,Europe,HRV,Croatia,2019,Female,81.60
EUR,Europe,FIN,Finland,2019,Both sexes,81.61
EUR,Europe,PRT,Portugal,2019,Both sexes,81.57
EUR,Europe,DEU,Germany,2019,Both sexes,81.72
EUR,Europe,IRL,Ireland,2019,Both sexes,81.84
EUR,Europe,NLD,Netherlands,2019,Both sexes,81.79
EUR,Europe,CHE,Switzerland,2019,Male,81.75
AMR,Americas,COL,Colombia,2019,Female,81.87
EUR,Europe,CZE,Czechia,2019,Female,81.93
EUR,Europe,MLT,Malta,2019,Both sexes,81.89
EUR,Europe,POL,Poland,2019,Female,81.93
WPR,Western Pacific,NZL,New Zealand,2019,Both sexes,81.96
AMR,Americas,PAN,Panama,2019,Female,82.06
AMR,Americas,CAN,Canada,2019,Both sexes,82.24
EUR,Europe,ISL,Iceland,2019,Both sexes,82.33
EUR,Europe,LUX,Luxembourg,2019,Both sexes,82.41
EUR,Europe,SWE,Sweden,2019,Both sexes,82.40
EUR,Europe,FRA,France,2019,Both sexes,82.48
EUR,Europe,EST,Estonia,2019,Female,82.60
EUR,Europe,ISR,Israel,2019,Both sexes,82.62
EUR,Europe,NOR,Norway,2019,Both sexes,82.62
WPR,Western Pacific,AUS,Australia,2019,Both sexes,83.04
EUR,Europe,DNK,Denmark,2019,Female,83.02
EUR,Europe,ITA,Italy,2019,Both sexes,82.97
EUR,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,2019,Female,82.99
EUR,Europe,CYP,Cyprus,2019,Both sexes,83.14
EUR,Europe,NLD,Netherlands,2019,Female,83.15
AMR,Americas,CHL,Chile,2019,Female,83.25
WPR,Western Pacific,SGP,Singapore,2019,Both sexes,83.22
EUR,Europe,ESP,Spain,2019,Both sexes,83.22
WPR,Western Pacific,KOR,Republic of Korea,2019,Both sexes,83.30
AMR,Americas,CRI,Costa Rica,2019,Female,83.44
EUR,Europe,CHE,Switzerland,2019,Both sexes,83.45
EUR,Europe,BEL,Belgium,2019,Female,83.51
EUR,Europe,IRL,Ireland,2019,Female,83.48
WPR,Western Pacific,NZL,New Zealand,2019,Female,83.52
EUR,Europe,GRC,Greece,2019,Female,83.57
EUR,Europe,AUT,Austria,2019,Female,83.78
EUR,Europe,MLT,Malta,2019,Female,83.80
EUR,Europe,ISL,Iceland,2019,Female,83.87
EMR,Eastern Mediterranean,KWT,Kuwait,2019,Female,83.95
EUR,Europe,FIN,Finland,2019,Female,84.04
EUR,Europe,SWE,Sweden,2019,Female,83.97
AMR,Americas,CAN,Canada,2019,Female,84.05
EUR,Europe,NOR,Norway,2019,Female,84.13
EUR,Europe,SVN,Slovenia,2019,Female,84.06
EUR,Europe,LUX,Luxembourg,2019,Female,84.20
WPR,Western Pacific,JPN,Japan,2019,Both sexes,84.26
EUR,Europe,ISR,Israel,2019,Female,84.36
EUR,Europe,PRT,Portugal,2019,Female,84.40
WPR,Western Pacific,AUS,Australia,2019,Female,84.84
EUR,Europe,DEU,Germany,2019,Female,84.77
EUR,Europe,ITA,Italy,2019,Female,84.90
EUR,Europe,CYP,Cyprus,2019,Female,85.12
EUR,Europe,FRA,France,2019,Female,85.09
EUR,Europe,CHE,Switzerland,2019,Female,85.08
WPR,Western Pacific,SGP,Singapore,2019,Female,85.45
EUR,Europe,ESP,Spain,2019,Female,85.68
WPR,Western Pacific,KOR,Republic of Korea,2019,Female,86.09
WPR,Western Pacific,JPN,Japan,2019,Female,86.94
AFR,Africa,LSO,Lesotho,2019,Male,11.22
AFR,Africa,CAF,Central African Republic,2019,Male,11.31
AFR,Africa,SWZ,Eswatini,2019,Male,12.41
WPR,Western Pacific,KIR,Kiribati,2019,Male,12.50
AFR,Africa,CAF,Central African Republic,2019,Both sexes,13.17
EMR,Eastern Mediterranean,SOM,Somalia,2019,Male,13.22
AFR,Africa,MOZ,Mozambique,2019,Male,13.34
AFR,Africa,LSO,Lesotho,2019,Both sexes,13.43
AFR,Africa,ZWE,Zimbabwe,2019,Male,13.59
WPR,Western Pacific,KIR,Kiribati,2019,Both sexes,13.69
WPR,Western Pacific,FSM,Micronesia (Federated States of),2019,Male,13.82
AFR,Africa,GNB,Guinea-Bissau,2019,Male,13.92
AFR,Africa,ERI,Eritrea,2019,Male,14.13
AFR,Africa,BWA,Botswana,2019,Male,14.16
WPR,Western Pacific,MNG,Mongolia,2019,Male,14.16
EMR,Eastern Mediterranean,SOM,Somalia,2019,Both sexes,14.54
WPR,Western Pacific,KIR,Kiribati,2019,Female,14.64
WPR,Western Pacific,FSM,Micronesia (Federated States of),2019,Both sexes,14.70
AFR,Africa,NAM,Namibia,2019,Male,14.68
WPR,Western Pacific,SLB,Solomon Islands,2019,Male,14.71
AFR,Africa,ZMB,Zambia,2019,Male,14.68
WPR,Western Pacific,VUT,Vanuatu,2019,Male,14.83
AFR,Africa,CAF,Central African Republic,2019,Female,14.85
WPR,Western Pacific,FJI,Fiji,2019,Male,14.88
EMR,Eastern Mediterranean,AFG,Afghanistan,2019,Female,15.06
AFR,Africa,SWZ,Eswatini,2019,Both sexes,15.10
AMR,Americas,GUY,Guyana,2019,Male,15.10
AFR,Africa,MWI,Malawi,2019,Male,15.13
EUR,Europe,TJK,Tajikistan,2019,Male,15.10
EMR,Eastern Mediterranean,AFG,Afghanistan,2019,Both sexes,15.21
AFR,Africa,BFA,Burkina Faso,2019,Male,15.23
AFR,Africa,BDI,Burundi,2019,Male,15.22
AFR,Africa,GAB,Gabon,2019,Male,15.15
AFR,Africa,LSO,Lesotho,2019,Female,15.24
EMR,Eastern Mediterranean,AFG,Afghanistan,2019,Male,15.39
AFR,Africa,AGO,Angola,2019,Male,15.38
AFR,Africa,COD,Democratic Republic of the Congo,2019,Male,15.35
WPR,Western Pacific,PNG,Papua New Guinea,2019,Male,15.37
AFR,Africa,TGO,Togo,2019,Male,15.44
AFR,Africa,ERI,Eritrea,2019,Both sexes,15.50
AFR,Africa,GNB,Guinea-Bissau,2019,Both sexes,15.50
WPR,Western Pacific,SLB,Solomon Islands,2019,Both sexes,15.47
EUR,Europe,AZE,Azerbaijan,2019,Male,15.65
AFR,Africa,GIN,Guinea,2019,Male,15.62
WPR,Western Pacific,FSM,Micronesia (Federated States of),2019,Female,15.58
AFR,Africa,ZWE,Zimbabwe,2019,Both sexes,15.55
AFR,Africa,TCD,Chad,2019,Male,15.68
AFR,Africa,COG,Congo,2019,Male,15.71
AFR,Africa,GHA,Ghana,2019,Male,15.66
AFR,Africa,UGA,Uganda,2019,Male,15.67
WPR,Western Pacific,VUT,Vanuatu,2019,Both sexes,15.68
AFR,Africa,CIV,Côte d’Ivoire,2019,Male,15.84
AFR,Africa,CMR,Cameroon,2019,Male,15.77
AFR,Africa,GMB,Gambia,2019,Male,15.77
AFR,Africa,MOZ,Mozambique,2019,Both sexes,15.80
WPR,Western Pacific,PHL,Philippines,2019,Male,15.84
WPR,Western Pacific,KHM,Cambodia,2019,Male,15.93
EUR,Europe,BLR,Belarus,2019,Male,16.04
EUR,Europe,GEO,Georgia,2019,Male,16.05
AFR,Africa,KEN,Kenya,2019,Male,15.99
EMR,Eastern Mediterranean,SOM,Somalia,2019,Female,16.01
AFR,Africa,BEN,Benin,2019,Male,16.13
AFR,Africa,MDG,Madagascar,2019,Male,16.15
EUR,Europe,TJK,Tajikistan,2019,Both sexes,16.12
AFR,Africa,BWA,Botswana,2019,Both sexes,16.25
WPR,Western Pacific,FJI,Fiji,2019,Both sexes,16.18
SEAR,South-East Asia,MMR,Myanmar,2019,Male,16.17
WPR,Western Pacific,LAO,Lao People's Democratic Republic,2019,Male,16.35
WPR,Western Pacific,SLB,Solomon Islands,2019,Female,16.28
AFR,Africa,COG,Congo,2019,Both sexes,16.45
WPR,Western Pacific,MNG,Mongolia,2019,Both sexes,16.41
AFR,Africa,SLE,Sierra Leone,2019,Male,16.43
AMR,Americas,SUR,Suriname,2019,Male,16.37
EUR,Europe,UKR,Ukraine,2019,Male,16.43
AFR,Africa,BDI,Burundi,2019,Both sexes,16.47
AFR,Africa,TCD,Chad,2019,Both sexes,16.54
EMR,Eastern Mediterranean,EGY,Egypt,2019,Male,16.49
AFR,Africa,GNQ,Equatorial Guinea,2019,Male,16.54
AFR,Africa,GIN,Guinea,2019,Both sexes,16.54
AMR,Americas,HTI,Haiti,2019,Male,16.50
WPR,Western Pacific,PNG,Papua New Guinea,2019,Both sexes,16.48
AFR,Africa,ZMB,Zambia,2019,Both sexes,16.53
AFR,Africa,COD,Democratic Republic of the Congo,2019,Both sexes,16.63
EMR,Eastern Mediterranean,DJI,Djibouti,2019,Male,16.63
AMR,Americas,GUY,Guyana,2019,Both sexes,16.55
AFR,Africa,NER,Niger,2019,Male,16.59
EUR,Europe,MDA,Republic of Moldova,2019,Male,16.63
AFR,Africa,RWA,Rwanda,2019,Male,16.65
AFR,Africa,SSD,South Sudan,2019,Male,16.61
AFR,Africa,GNB,Guinea-Bissau,2019,Female,16.72
SEAR,South-East Asia,IDN,Indonesia,2019,Male,16.73
AFR,Africa,STP,Sao Tome and Principe,2019,Male,16.72
WPR,Western Pacific,VUT,Vanuatu,2019,Female,16.67
AFR,Africa,BFA,Burkina Faso,2019,Both sexes,16.82
AFR,Africa,CPV,Cabo Verde,2019,Male,16.82
SEAR,South-East Asia,PRK,Democratic People's Republic of Korea,2019,Male,16.80
AFR,Africa,ERI,Eritrea,2019,Female,16.82
AMR,Americas,HTI,Haiti,2019,Both sexes,16.77
EUR,Europe,KAZ,Kazakhstan,2019,Male,16.84
AFR,Africa,MDG,Madagascar,2019,Both sexes,16.76
SEAR,South-East Asia,NPL,Nepal,2019,Male,16.80
EMR,Eastern Mediterranean,PAK,Pakistan,2019,Male,16.80
EUR,Europe,RUS,Russian Federation,2019,Male,16.80
EMR,Eastern Mediterranean,YEM,Yemen,2019,Male,16.77
AFR,Africa,GMB,Gambia,2019,Both sexes,16.85
SEAR,South-East Asia,TLS,Timor-Leste,2019,Male,16.92
WPR,Western Pacific,VNM,Viet Nam,2019,Male,16.88
AFR,Africa,AGO,Angola,2019,Both sexes,16.98
AMR,Americas,HTI,Haiti,2019,Female,17.01
EUR,Europe,MKD,The former Yugoslav Republic of Macedonia,2019,Male,16.97
AFR,Africa,SLE,Sierra Leone,2019,Both sexes,16.99
AFR,Africa,TGO,Togo,2019,Both sexes,17.03
WPR,Western Pacific,TON,Tonga,2019,Male,17.04
AFR,Africa,ZWE,Zimbabwe,2019,Female,16.99
EUR,Europe,AZE,Azerbaijan,2019,Both sexes,17.06
AFR,Africa,CIV,Côte d’Ivoire,2019,Both sexes,17.08
AFR,Africa,CMR,Cameroon,2019,Both sexes,17.09
AFR,Africa,COG,Congo,2019,Female,17.07
EUR,Europe,TKM,Turkmenistan,2019,Male,17.07
AFR,Africa,TZA,United Republic of Tanzania,2019,Male,17.06
AFR,Africa,GAB,Gabon,2019,Both sexes,17.17
AFR,Africa,GHA,Ghana,2019,Both sexes,17.25
AMR,Americas,GRD,Grenada,2019,Male,17.16
AFR,Africa,GIN,Guinea,2019,Female,17.16
EUR,Europe,LVA,Latvia,2019,Male,17.25
AFR,Africa,MWI,Malawi,2019,Both sexes,17.24
AFR,Africa,NAM,Namibia,2019,Both sexes,17.24
AFR,Africa,NER,Niger,2019,Both sexes,17.19
EMR,Eastern Mediterranean,OMN,Oman,2019,Male,17.23
AFR,Africa,SEN,Senegal,2019,Male,17.18
EUR,Europe,TJK,Tajikistan,2019,Female,17.19
AFR,Africa,TCD,Chad,2019,Female,17.34
AFR,Africa,MDG,Madagascar,2019,Female,17.33
AFR,Africa,MLI,Mali,2019,Male,17.35
EMR,Eastern Mediterranean,PAK,Pakistan,2019,Both sexes,17.26
AFR,Africa,ZAF,South Africa,2019,Male,17.34
EUR,Europe,UZB,Uzbekistan,2019,Male,17.33
AFR,Africa,BEN,Benin,2019,Both sexes,17.40
EUR,Europe,BGR,Bulgaria,2019,Male,17.41
AFR,Africa,COM,Comoros,2019,Male,17.44
AFR,Africa,ETH,Ethiopia,2019,Male,17.44
AFR,Africa,LBR,Liberia,2019,Male,17.43
EUR,Europe,MNE,Montenegro,2019,Male,17.44
WPR,Western Pacific,WSM,Samoa,2019,Male,17.35
AFR,Africa,SLE,Sierra Leone,2019,Female,17.44
WPR,Western Pacific,FJI,Fiji,2019,Female,17.49
AMR,Americas,HND,Honduras,2019,Male,17.54
AFR,Africa,MLI,Mali,2019,Both sexes,17.46
AFR,Africa,SYC,Seychelles,2019,Male,17.47
AFR,Africa,BDI,Burundi,2019,Female,17.63
AFR,Africa,GNQ,Equatorial Guinea,2019,Both sexes,17.64
EMR,Eastern Mediterranean,IRQ,Iraq,2019,Male,17.62
AFR,Africa,KEN,Kenya,2019,Both sexes,17.64
WPR,Western Pacific,LAO,Lao People's Democratic Republic,2019,Both sexes,17.65
EUR,Europe,LTU,Lithuania,2019,Male,17.58
AFR,Africa,MLI,Mali,2019,Female,17.56
AFR,Africa,NGA,Nigeria,2019,Male,17.59
WPR,Western Pacific,PNG,Papua New Guinea,2019,Female,17.59
WPR,Western Pacific,KHM,Cambodia,2019,Both sexes,17.74
AFR,Africa,SWZ,Eswatini,2019,Female,17.71
EUR,Europe,HUN,Hungary,2019,Male,17.72
AFR,Africa,LBR,Liberia,2019,Both sexes,17.75
EMR,Eastern Mediterranean,MAR,Morocco,2019,Male,17.74
AFR,Africa,STP,Sao Tome and Principe,2019,Both sexes,17.73
AFR,Africa,UGA,Uganda,2019,Both sexes,17.70
EMR,Eastern Mediterranean,DJI,Djibouti,2019,Both sexes,17.76
EMR,Eastern Mediterranean,EGY,Egypt,2019,Both sexes,17.83
EUR,Europe,KGZ,Kyrgyzstan,2019,Male,17.78
AFR,Africa,MOZ,Mozambique,2019,Female,17.83
AFR,Africa,NER,Niger,2019,Female,17.79
EMR,Eastern Mediterranean,OMN,Oman,2019,Both sexes,17.80
EMR,Eastern Mediterranean,PAK,Pakistan,2019,Female,17.76
WPR,Western Pacific,PHL,Philippines,2019,Both sexes,17.77
EUR,Europe,ROU,Romania,2019,Male,17.81
AFR,Africa,SSD,South Sudan,2019,Both sexes,17.79
EMR,Eastern Mediterranean,SDN,Sudan,2019,Male,17.83
EMR,Eastern Mediterranean,YEM,Yemen,2019,Both sexes,17.77
AFR,Africa,COD,Democratic Republic of the Congo,2019,Female,17.88
SEAR,South-East Asia,IDN,Indonesia,2019,Both sexes,17.94
WPR,Western Pacific,WSM,Samoa,2019,Both sexes,17.86
EUR,Europe,SRB,Serbia,2019,Male,17.93
SEAR,South-East Asia,TLS,Timor-Leste,2019,Both sexes,17.90
AMR,Americas,BOL,Bolivia (Plurinational State of),2019,Male,18.04
AFR,Africa,BWA,Botswana,2019,Female,17.97
AFR,Africa,GMB,Gambia,2019,Female,18.04
AFR,Africa,LBR,Liberia,2019,Female,18.02
SEAR,South-East Asia,NPL,Nepal,2019,Both sexes,18.01
AMR,Americas,NIC,Nicaragua,2019,Male,18.04
AFR,Africa,RWA,Rwanda,2019,Both sexes,18.02
AFR,Africa,ZMB,Zambia,2019,Female,18.05
AFR,Africa,BFA,Burkina Faso,2019,Female,18.06
AFR,Africa,COM,Comoros,2019,Both sexes,18.13
AMR,Americas,GUY,Guyana,2019,Female,18.10
SEAR,South-East Asia,IND,India,2019,Male,18.11
SEAR,South-East Asia,MMR,Myanmar,2019,Both sexes,18.06
AFR,Africa,SEN,Senegal,2019,Both sexes,18.15
EUR,Europe,ARM,Armenia,2019,Male,18.24
AFR,Africa,NGA,Nigeria,2019,Both sexes,18.24
EMR,Eastern Mediterranean,SYR,Syrian Arab Republic,2019,Male,18.22
AFR,Africa,TZA,United Republic of Tanzania,2019,Both sexes,18.16
EUR,Europe,AZE,Azerbaijan,2019,Female,18.32
AFR,Africa,CMR,Cameroon,2019,Female,18.35
AMR,Americas,HND,Honduras,2019,Both sexes,18.35
EUR,Europe,MKD,The former Yugoslav Republic of Macedonia,2019,Both sexes,18.33
WPR,Western Pacific,WSM,Samoa,2019,Female,18.32
AFR,Africa,ETH,Ethiopia,2019,Both sexes,18.45
EMR,Eastern Mediterranean,QAT,Qatar,2019,Female,18.38
AFR,Africa,BEN,Benin,2019,Female,18.52
WPR,Western Pacific,MYS,Malaysia,2019,Male,18.49
AFR,Africa,MUS,Mauritius,2019,Male,18.45
WPR,Western Pacific,MNG,Mongolia,2019,Female,18.51
EMR,Eastern Mediterranean,OMN,Oman,2019,Female,18.48
AMR,Americas,SUR,Suriname,2019,Both sexes,18.46
AFR,Africa,AGO,Angola,2019,Female,18.55
AMR,Americas,BOL,Bolivia (Plurinational State of),2019,Both sexes,18.56
EUR,Europe,BIH,Bosnia and Herzegovina,2019,Male,18.59
AFR,Africa,STP,Sao Tome and Principe,2019,Female,18.63
SEAR,South-East Asia,LKA,Sri Lanka,2019,Male,18.64
EMR,Eastern Mediterranean,SDN,Sudan,2019,Both sexes,18.64
AFR,Africa,TGO,Togo,2019,Female,18.65
EUR,Europe,UZB,Uzbekistan,2019,Both sexes,18.64
EMR,Eastern Mediterranean,BHR,Bahrain,2019,Male,18.72
AFR,Africa,CIV,Côte d’Ivoire,2019,Female,18.69
AMR,Americas,GRD,Grenada,2019,Both sexes,18.73
EMR,Eastern Mediterranean,MAR,Morocco,2019,Both sexes,18.67
EMR,Eastern Mediterranean,SYR,Syrian Arab Republic,2019,Both sexes,18.72
EUR,Europe,TKM,Turkmenistan,2019,Both sexes,18.74
EMR,Eastern Mediterranean,YEM,Yemen,2019,Female,18.71
AMR,Americas,ARG,Argentina,2019,Male,18.84
AFR,Africa,COM,Comoros,2019,Female,18.75
AFR,Africa,GNQ,Equatorial Guinea,2019,Female,18.81
EUR,Europe,GEO,Georgia,2019,Both sexes,18.76
SEAR,South-East Asia,IND,India,2019,Both sexes,18.82
EMR,Eastern Mediterranean,LBN,Lebanon,2019,Male,18.76
SEAR,South-East Asia,BTN,Bhutan,2019,Male,18.89
AFR,Africa,GHA,Ghana,2019,Female,18.89
WPR,Western Pacific,LAO,Lao People's Democratic Republic,2019,Female,18.89
AFR,Africa,MRT,Mauritania,2019,Female,18.87
AFR,Africa,NGA,Nigeria,2019,Female,18.86
AFR,Africa,SEN,Senegal,2019,Female,18.92
AFR,Africa,SSD,South Sudan,2019,Female,18.93
SEAR,South-East Asia,TLS,Timor-Leste,2019,Female,18.87
EMR,Eastern Mediterranean,BHR,Bahrain,2019,Both sexes,19.01
WPR,Western Pacific,BRN,Brunei Darussalam,2019,Male,18.97
EMR,Eastern Mediterranean,DJI,Djibouti,2019,Female,18.96
AMR,Americas,DOM,Dominican Republic,2019,Male,18.99
AFR,Africa,MWI,Malawi,2019,Female,19.03
AFR,Africa,MRT,Mauritania,2019,Both sexes,18.98
EUR,Europe,MDA,Republic of Moldova,2019,Both sexes,19.02
WPR,Western Pacific,TON,Tonga,2019,Both sexes,19.03
AMR,Americas,URY,Uruguay,2019,Male,18.98
AMR,Americas,BHS,Bahamas,2019,Male,19.12
AMR,Americas,BOL,Bolivia (Plurinational State of),2019,Female,19.06
WPR,Western Pacific,KHM,Cambodia,2019,Female,19.11
SEAR,South-East Asia,PRK,Democratic People's Republic of Korea,2019,Both sexes,19.10
EMR,Eastern Mediterranean,EGY,Egypt,2019,Female,19.11
AMR,Americas,HND,Honduras,2019,Female,19.08
SEAR,South-East Asia,IDN,Indonesia,2019,Female,19.13
AFR,Africa,KEN,Kenya,2019,Female,19.09
AFR,Africa,MRT,Mauritania,2019,Male,19.12
AFR,Africa,ZAF,South Africa,2019,Both sexes,19.12
AFR,Africa,TZA,United Republic of Tanzania,2019,Female,19.06
WPR,Western Pacific,BRN,Brunei Darussalam,2019,Both sexes,19.17
WPR,Western Pacific,CHN,China,2019,Male,19.19
EMR,Eastern Mediterranean,IRQ,Iraq,2019,Both sexes,19.18
SEAR,South-East Asia,NPL,Nepal,2019,Female,19.15
AFR,Africa,RWA,Rwanda,2019,Female,19.16
AMR,Americas,LCA,Saint Lucia,2019,Male,19.16
EMR,Eastern Mediterranean,ARE,United Arab Emirates,2019,Male,19.18
EUR,Europe,EST,Estonia,2019,Male,19.26
AFR,Africa,GAB,Gabon,2019,Female,19.25
AFR,Africa,NAM,Namibia,2019,Female,19.25
EMR,Eastern Mediterranean,SAU,Saudi Arabia,2019,Male,19.25
EUR,Europe,SVK,Slovakia,2019,Male,19.27
EMR,Eastern Mediterranean,SYR,Syrian Arab Republic,2019,Female,19.28
EMR,Eastern Mediterranean,BHR,Bahrain,2019,Female,19.36
SEAR,South-East Asia,BTN,Bhutan,2019,Both sexes,19.36
WPR,Western Pacific,BRN,Brunei Darussalam,2019,Female,19.38
EUR,Europe,HRV,Croatia,2019,Male,19.44
AFR,Africa,ETH,Ethiopia,2019,Female,19.40
AMR,Americas,GTM,Guatemala,2019,Male,19.40
EUR,Europe,MNE,Montenegro,2019,Both sexes,19.44
EMR,Eastern Mediterranean,SDN,Sudan,2019,Female,19.41
AFR,Africa,UGA,Uganda,2019,Female,19.38
SEAR,South-East Asia,IND,India,2019,Female,19.54
EUR,Europe,KAZ,Kazakhstan,2019,Both sexes,19.46
WPR,Western Pacific,MYS,Malaysia,2019,Both sexes,19.50
EUR,Europe,POL,Poland,2019,Male,19.52
EMR,Eastern Mediterranean,QAT,Qatar,2019,Both sexes,19.50
AFR,Africa,SYC,Seychelles,2019,Both sexes,19.50
EUR,Europe,UKR,Ukraine,2019,Both sexes,19.49
EMR,Eastern Mediterranean,MAR,Morocco,2019,Female,19.59
SEAR,South-East Asia,MMR,Myanmar,2019,Female,19.62
EUR,Europe,MKD,The former Yugoslav Republic of Macedonia,2019,Female,19.64
WPR,Western Pacific,PHL,Philippines,2019,Female,19.57
EUR,Europe,SRB,Serbia,2019,Both sexes,19.58
WPR,Western Pacific,VNM,Viet Nam,2019,Both sexes,19.60
EUR,Europe,BLR,Belarus,2019,Both sexes,19.72
AFR,Africa,CPV,Cabo Verde,2019,Both sexes,19.66
AMR,Americas,VEN,Venezuela (Bolivarian Republic of),2019,Male,19.67
AMR,Americas,ATG,Antigua and Barbuda,2019,Male,19.81
EUR,Europe,BGR,Bulgaria,2019,Both sexes,19.82
EUR,Europe,UZB,Uzbekistan,2019,Female,19.81
AMR,Americas,BRB,Barbados,2019,Male,19.94
SEAR,South-East Asia,BTN,Bhutan,2019,Female,19.95
EUR,Europe,CZE,Czechia,2019,Male,19.93
EUR,Europe,RUS,Russian Federation,2019,Both sexes,19.93
EMR,Eastern Mediterranean,SAU,Saudi Arabia,2019,Both sexes,19.90
EMR,Eastern Mediterranean,ARE,United Arab Emirates,2019,Both sexes,19.92
AMR,Americas,CUB,Cuba,2019,Male,19.98
EUR,Europe,KGZ,Kyrgyzstan,2019,Both sexes,20.01
AMR,Americas,NIC,Nicaragua,2019,Both sexes,20.03
AMR,Americas,BRA,Brazil,2019,Male,20.09
AMR,Americas,JAM,Jamaica,2019,Male,20.07
EUR,Europe,TKM,Turkmenistan,2019,Female,20.11
EUR,Europe,ALB,Albania,2019,Male,20.22
EUR,Europe,BIH,Bosnia and Herzegovina,2019,Both sexes,20.16
EUR,Europe,HUN,Hungary,2019,Both sexes,20.22
AMR,Americas,PRY,Paraguay,2019,Male,20.15
AMR,Americas,VCT,Saint Vincent and the Grenadines,2019,Male,20.16
EMR,Eastern Mediterranean,TUN,Tunisia,2019,Male,20.16
SEAR,South-East Asia,BGD,Bangladesh,2019,Male,20.26
AMR,Americas,BLZ,Belize,2019,Male,20.32
AMR,Americas,GRD,Grenada,2019,Female,20.34
AFR,Africa,MUS,Mauritius,2019,Both sexes,20.29
EUR,Europe,ROU,Romania,2019,Both sexes,20.25
EUR,Europe,ARM,Armenia,2019,Both sexes,20.41
AMR,Americas,SLV,El Salvador,2019,Male,20.42
AMR,Americas,TTO,Trinidad and Tobago,2019,Male,20.41
AMR,Americas,GTM,Guatemala,2019,Both sexes,20.47
EUR,Europe,LVA,Latvia,2019,Both sexes,20.53
EMR,Eastern Mediterranean,LBN,Lebanon,2019,Both sexes,20.53
EMR,Eastern Mediterranean,LBY,Libya,2019,Male,20.55
AMR,Americas,MEX,Mexico,2019,Male,20.50
AFR,Africa,ZAF,South Africa,2019,Female,20.52
AMR,Americas,SUR,Suriname,2019,Female,20.45
AMR,Americas,ATG,Antigua and Barbuda,2019,Both sexes,20.59
AMR,Americas,DOM,Dominican Republic,2019,Both sexes,20.65
WPR,Western Pacific,MYS,Malaysia,2019,Female,20.56
EMR,Eastern Mediterranean,QAT,Qatar,2019,Male,20.64
EUR,Europe,TUR,Türkiye,2019,Male,20.61
EMR,Eastern Mediterranean,IRQ,Iraq,2019,Female,20.66
AMR,Americas,BHS,Bahamas,2019,Both sexes,20.84
SEAR,South-East Asia,PRK,Democratic People's Republic of Korea,2019,Female,20.77
EMR,Eastern Mediterranean,SAU,Saudi Arabia,2019,Female,20.77
SEAR,South-East Asia,LKA,Sri Lanka,2019,Both sexes,20.76
SEAR,South-East Asia,BGD,Bangladesh,2019,Both sexes,20.86
AMR,Americas,BRB,Barbados,2019,Both sexes,20.92
EUR,Europe,LTU,Lithuania,2019,Both sexes,20.93
EUR,Europe,MDA,Republic of Moldova,2019,Female,20.92
